de_7_ball,de_14_inner,de_14_outer,de_21_outer
-0.150186932,-0.009432095,0.239388687,0.23308662
-0.059067139,-0.094899901,-0.049606665,-1.49220021
0.304758172,0.161820428,0.01524868,-0.0890855
-0.23227881,-0.584918913,0.230268074,2.162868008
0.238337129,0.208557163,0.051536008,-0.846397178
0.016580288,0.310341021,-0.132999755,-0.18959905
-0.235001358,-0.161420603,-0.153520941,1.204063818
-0.553317142,0.101100436,0.109590022,0.279900054
0.396982744,-0.331008325,-0.206646504,-1.091716288
0.189265624,0.445287402,-0.115487037,0.273544455
0.243715714,-0.522346186,0.129915182,-0.826349275
-0.228489203,0.130145225,0.161413071,-1.46799936
0.341579551,0.028703674,0.089896634,0.64719824
-0.110240284,-0.151551389,-0.002008007,1.806234869
-0.48247572,0.464028667,-0.046704379,0.466618473
-0.063914846,-0.29872544,0.004523294,-2.057232885
0.82519726,0.257407333,-0.138545645,1.725114378
-0.370213893,-0.210840742,-0.100416491,-0.215170173
-0.776014043,0.267780889,-0.019766833,1.102590495
0.432361989,0.056452942,-0.024460478,-1.379379878
0.209456648,-0.097731779,-0.18084452,-0.342439311
-0.230477005,-0.586046224,0.288983681,0.111669459
0.136269198,-0.034501924,0.275904542,-0.843608691
0.309217938,0.158122933,-0.141060647,0.58797814
0.169954015,0.48687074,-0.050784208,0.46472643
-0.347470784,-0.262065031,-0.04234863,-0.749089017
0.141903573,0.02819739,-0.077973622,-0.860054477
0.062275289,-0.111917713,-0.108208815,1.064132246
-0.288209914,-0.074752865,0.093567156,0.50224805
-0.221704842,0.173823589,-0.0106692,-0.539487398
0.22526412,-0.56945458,-0.024542209,-0.533212425
-0.105708336,0.806632286,0.364373625,0.585029518
-0.413977586,0.494653595,-0.150670386,1.178400414
0.619933352,-0.335184376,-0.452083256,-0.003902257
0.444918666,-0.247707039,0.218798145,0.066673301
-0.126963607,-0.053479687,0.184105227,-0.386572988
-0.432858596,-0.328771119,-0.366762834,-0.556776657
-0.174710891,0.392883479,0.175630427,-0.476805559
0.147277007,-0.435697558,0.191688214,-0.8663299
0.457419718,-0.260208518,-0.286093427,1.072452257
-0.241225604,0.617128787,0.098222552,0.765904745
-0.065572712,-0.049873199,0.288073809,0.462945209
0.099625766,0.125290358,0.069620485,-0.432792687
0.007733306,0.102861413,-0.439552547,0.190679438
-0.313160106,-0.033045814,-0.165639441,-0.54205502
0.136174556,-0.016061914,0.171066982,0.482840163
0.285652212,-0.661064715,0.117609215,-0.156051629
0.161686723,0.205929446,-0.255273878,-0.803539409
-0.073562792,0.051266287,0.111127931,0.217244356
-0.415311544,0.606900198,0.274738357,0.294716294
0.259198182,0.490296567,-0.291522007,-1.302337536
-0.340681832,-0.78193136,0.290496553,0.717497417
0.058130039,-0.183330812,0.26133822,0.378020492
-0.186036811,-0.146313997,-0.1333708,-0.189458251
0.317790725,-0.27243316,-0.28778129,-0.140051832
0.266504366,0.575806835,0.013103555,0.262476424
0.066495152,0.126741644,-0.137732071,-0.182465851
-0.61486726,0.412755053,-0.340484044,-0.431318584
0.557991294,-0.204792545,0.44160097,0.419049862
-0.05384978,-0.357224289,0.364938621,0.648279126
-0.087596118,-0.464965219,-0.25363616,-0.399017334
-0.125436855,1.21505737,0.091839295,0.038377892
-0.15684301,0.390142735,0.253455781,-0.980184832
0.203962332,-1.957152725,-0.372432753,-0.140453016
0.0372591,0.085644582,-0.465608007,0.393714608
-0.041441882,1.741831739,0.090522446,0.455658435
-0.311726377,-0.33746792,0.486283376,0.773737243
0.218141302,-0.367600951,-0.06773358,-0.421348226
0.206851303,-0.273841979,0.223675237,0.395990472
-0.159421559,0.130000254,-0.020359556,0.029581605
0.023481722,-0.148261221,-0.251704657,-0.284147594
0.128153573,0.492835902,-0.064925957,-0.740901428
-0.366403616,0.004182179,0.273972681,0.124831121
0.13873487,-0.688561897,-0.262003315,0.432265528
-0.005092535,0.31955898,0.014543193,0.491402475
-0.031537982,0.632915076,0.024144662,-0.259928508
0.061137873,-0.113295003,-0.017722352,0.092241951
0.303980278,-0.882469091,0.161273455,-0.092715319
0.16801168,0.14307126,-0.403504628,0.223870955
-0.257770908,0.271918016,-0.008053008,0.124027451
-0.114733859,-0.053254076,0.339860462,-0.453568163
-0.260156377,-0.335605105,0.005571786,-0.497351811
-0.294458253,-0.161850216,-0.212820052,-0.614349927
0.44728571,0.410820117,0.087253628,1.012402604
-0.163173339,0.329974445,0.254177397,0.809657357
0.158067857,-0.264209116,0.129557876,-0.879406277
0.442993845,-0.086545998,-0.057822146,0.44079014
-0.254584676,-0.109982297,-0.080926481,-0.276450497
0.156283828,0.005625625,0.04274812,-1.001156012
0.000916927,-0.255771951,0.092010173,0.833556279
-0.418474185,0.702735186,-0.070765836,0.062220341
-0.371171158,-0.219822389,-0.280538995,0.116599828
0.344339663,-0.221794603,-0.148166114,-0.838176484
0.036411198,0.225403259,0.356684457,-0.267885398
0.256235517,0.349271078,-0.167586408,1.150159592
0.301598711,-0.080416479,-0.022148813,-0.596670451
0.094477247,-0.24956617,-0.156605395,0.409832858
-0.258458613,-0.294818383,0.439337226,0.185805362
-0.138248085,-0.346724424,0.001635503,-0.767741166
-0.324475788,0.398662556,-0.253115424,-0.687012196
0.454052326,0.461787559,0.074397044,1.433334441
-0.291986842,-0.38966653,0.128382687,-0.276240178
0.05662968,0.129021767,-0.324712598,0.139274939
-0.224851071,0.222155266,0.166029664,-0.828265212
0.167975532,-0.340619692,0.189410271,-0.628815591
0.391688261,0.031147591,-0.011149958,0.119140919
-0.282570411,0.324111792,-0.122247907,1.014476605
-0.025822118,-0.270877231,-0.192197028,0.949272263
-0.176162856,0.502751529,-0.105119873,-0.301513553
0.407718316,-0.552907668,0.263164038,0.102695779
-0.187501743,0.080000506,-0.088685365,-0.180619504
0.121109212,0.446157375,-0.007517594,-1.868198627
0.056533929,-0.263224939,0.009336408,0.440953207
-0.08692164,-0.216264629,0.204963264,0.316315424
0.149643665,0.198176705,-0.050708774,0.801746399
-0.372459922,0.043641909,0.193049007,0.384584451
0.148448106,-0.065994081,-0.310861066,-0.153024105
-0.229446978,-0.158380086,-0.058960425,-0.549724896
0.078530708,0.386192833,0.289923792,-0.505377903
0.155196988,-0.162948218,-0.320639824,0.301351712
-0.015555099,-0.713283682,-0.020464256,0.399463416
-0.052720401,0.348095547,0.474520054,-0.421006518
0.100750513,0.456262004,-0.006298074,0.074426547
0.321540156,0.419226611,-0.450754053,0.085250838
-0.419442408,-0.483968406,-0.242720561,-0.68274712
-0.020185007,0.006760485,0.18574891,0.743253232
0.142599102,0.45088028,0.10307131,0.274202029
0.109113656,-0.832222872,0.021653564,-0.449543316
-0.300445407,0.212378491,0.00037712,0.128478307
-0.017406462,0.390298592,0.28433339,0.679988775
0.052404011,-0.668940768,-0.302046215,-0.543231386
-0.018817831,0.265268525,-0.142919587,-0.401943598
-0.389903511,0.163967494,0.118805342,-0.192516323
0.423010443,-0.096222371,0.329511637,-0.084898421
0.105800515,0.259247037,-0.356054462,-0.654488472
-0.310351023,0.292771551,0.098839077,0.383302254
-0.007943813,-0.225710601,0.370181557,0.575447655
0.269511781,-0.495504019,-0.404823733,0.313620803
-0.088728164,-0.127826972,-0.136144505,-0.045571987
0.24540317,0.360774485,0.068016649,-0.531397465
-0.568307737,-0.37520382,0.358090414,0.216787972
0.294166843,0.056688854,-0.348293752,-0.047431348
0.083850949,0.258614757,0.23637488,0.612950749
0.055031603,-0.17437145,0.058580229,0.417454281
0.308243867,0.500013256,-0.217041175,-1.514711874
-0.10765039,-0.888789646,-0.127533886,-0.351284198
-0.342579571,0.750416587,0.352573058,0.394183422
-0.17701674,-0.373758126,-0.131461933,0.057449499
0.220770594,0.700977648,-0.074775778,0.765494543
0.047089538,-0.187353759,0.184889252,0.528995148
-0.026022199,-0.411183027,0.077706984,-0.822394704
0.008528942,-0.328522666,-0.24577019,-0.744911609
0.356941878,0.107659059,0.062152784,0.252112381
0.10393804,0.109625313,0.284316155,0.206163244
0.092173595,0.155892122,-0.202678349,-0.546115365
-0.27247745,0.281293832,-0.223753168,-0.08629044
-0.33933769,0.17093247,-0.005133084,-0.28680008
-0.272946716,-0.28023436,0.084201484,-0.06907348
0.480984837,-0.21310881,0.064750657,0.647192167
0.060600021,-0.225564475,0.116964268,0.769882395
0.166911495,0.158987627,-0.218350121,0.33795361
0.1291658,-0.426431296,-0.201625772,-0.297376921
-0.00992571,0.120649717,0.138690065,-0.582510179
-0.436241992,-0.000368908,0.267655468,-0.568183427
-0.042217741,0.619585834,-0.050770159,0.115854225
0.082114017,0.193887807,0.161159564,0.318302551
0.020048027,-0.626957854,-0.157981608,0.663869388
-0.049253737,0.366922284,0.007747345,-0.78960137
0.152174674,0.151486487,-0.153975324,-0.163372275
0.084137543,-0.264172439,0.282257561,0.2100355
0.092065925,0.051556025,0.16416958,-0.202377419
-0.236820932,-0.21190044,-0.360749938,0.282871976
0.254426883,-0.296198753,-0.215538133,0.384390391
-0.144402356,0.244063515,0.0015162,-0.294952039
-0.261923847,0.167616264,0.012294335,0.034112711
0.285806567,-0.032929884,0.221343362,0.027754493
0.382953276,0.26674544,0.160674386,-0.102112245
-0.153159011,-0.448563075,0.014406295,-0.631545482
-0.293120691,-0.188449165,-0.153534058,0.989810536
-0.194015839,0.161934667,-0.079671248,-0.09253856
0.18163314,-0.038113575,-0.022738847,-0.666273893
0.246182853,0.802725263,-0.167682351,0.899269753
-0.104166299,-0.453889266,0.120145807,-0.016200433
0.00730537,-0.534849441,0.054237929,-0.459337837
0.023466313,-0.006524631,0.325668052,0.396111244
-0.435402004,-0.131711688,0.099108964,-0.187236621
-0.145459813,0.076498113,-0.341689653,-1.34915498
0.907818085,0.493957226,-0.044215559,0.824937997
-0.25427743,0.015162653,-0.17674447,0.011307681
-0.344231623,0.114241336,0.194891485,-1.040629545
0.003783811,-0.090730056,-0.210753503,1.092051862
0.014625161,0.15474952,0.046707726,1.006547873
-0.016133433,-0.964602686,0.123515197,0.695350857
-0.140901603,0.652489382,-0.24413173,-0.492051884
0.069701765,-0.059967849,-0.033351064,-0.453663777
0.219655492,-0.616233807,0.165511027,0.284246684
0.228027919,-0.075205948,0.16354074,-1.749466504
-0.244187888,0.323848146,-0.106549081,0.072960582
-0.215161978,0.247962479,0.122630609,0.105930208
-0.182387876,0.125293981,-0.102547378,0.216845654
0.09442631,0.16236622,-0.069711478,0.074342819
0.08429779,-0.51646374,0.083166189,0.163319248
0.024572476,0.059293367,-0.001511569,1.178885568
-0.309166033,-0.088638785,0.105095358,-0.281061353
0.29416626,0.203204039,0.109592827,-0.775694801
0.247117795,-0.405799668,-0.337933797,-0.669212669
-0.071343116,0.246727238,0.184465012,1.249495978
-0.039607953,0.25587965,0.062807666,0.386003043
-0.231443025,-0.391149614,0.183283464,-0.433820675
0.257568419,0.422678501,-0.354799257,-0.47493688
0.389371754,-0.154742372,0.116923949,-0.282293973
-0.366730929,0.558984134,0.130297084,0.499997203
0.118690324,-0.620521368,0.063222103,-0.341384929
-0.25388061,-0.003841468,0.140493763,0.688923032
-0.147679262,0.096438995,-0.270170097,-0.028298659
-0.043804041,-0.472225548,-0.225960255,-0.877277451
0.03506022,0.383909298,0.14632382,-0.215444645
0.247129321,0.377115676,-0.066801244,-0.186575121
-0.036615778,-0.756778144,-0.065834062,0.08882109
0.054345919,0.320256413,0.078350933,0.774974217
-0.142842936,0.303231405,0.298119478,0.499417562
0.246879994,-0.168481953,-0.017733418,-0.393476099
0.074950217,0.052435125,0.088850828,0.581360185
-0.44953438,0.072156357,-0.298662892,-0.593433302
-0.033153695,0.052954197,0.08671364,-0.600637509
0.013757881,-0.270033569,-0.301888681,0.771998486
0.221280152,-0.121284436,-0.082026541,-0.457290315
-0.040893825,-0.259469497,0.210194978,0.403765354
0.100871484,0.302931977,0.363829738,-0.386632266
0.019549095,0.768484979,0.235777576,0.337122858
-0.187032926,-0.485408416,-0.259348727,-0.461739529
-0.313563179,0.056493812,-0.059517276,0.824128775
0.126732354,0.026000483,-0.03526966,-0.926049351
0.134227475,-0.427760017,-0.20086766,-0.383878305
0.124213955,0.134349431,0.068924075,0.01623834
0.033938217,-0.196353468,0.035169753,1.200363918
0.031628534,-0.131872517,-0.342763186,-0.768195085
-0.1432338,0.315651502,0.353960472,-0.686495227
0.086875665,0.251904724,0.290675645,1.119678613
0.110627805,-0.301695354,-0.309067739,-0.262517806
0.024252903,-0.077912079,0.175835498,-0.386772951
-0.443569606,0.026545894,-0.262224665,-0.247444678
0.266459265,0.145017659,0.181933924,-0.014131125
0.228473193,-0.027454467,-0.032388657,1.137540106
-0.149401957,-0.330888149,-0.178001434,-0.535359338
0.077020368,0.489952291,0.164052763,-0.383960659
-0.126083627,-0.108435224,-0.158032725,0.974902265
-0.128041899,-0.279114263,-0.013892972,-0.411342508
0.157469941,-0.176240626,0.233794134,-0.027808303
0.041625489,0.106599823,-0.154574296,-0.276590757
0.13692211,0.041542807,0.153158378,-0.848019397
-0.466982645,-0.154010032,0.191704542,0.550451542
0.487827978,0.290382879,-0.264755981,-1.15748075
-0.03004871,-0.003216695,-0.024217072,1.444734097
0.022957543,-0.117427216,0.059040404,-0.708506128
-0.335764706,-0.24382233,0.069471695,0.810835212
0.080179215,0.627476741,-0.055675939,0.162719899
-0.021310543,0.327231235,0.171109629,-0.09355851
0.05040396,-0.80293838,-0.197237545,-0.668654142
0.029362894,-0.063600503,-0.126897379,0.707453915
0.003506639,-0.032998264,-0.000276809,-0.213170884
0.006689278,-0.626410932,-0.038228166,-0.070947128
0.314988985,0.326475186,0.282626074,-0.658948849
0.076156254,0.1436402,0.212831899,-0.012322627
-0.712064858,0.25312447,-0.239546038,0.412018755
0.088196811,-0.314878727,-0.118899482,0.764160025
0.234537772,0.375439279,-0.227691699,-0.114918105
0.021325358,-0.334519187,0.29468283,-0.38447988
-0.327069269,-0.124205337,0.018043551,-0.524482372
-0.131578199,-0.071396476,-0.123203201,0.815513325
0.288062977,0.382922649,0.285830434,-0.445625794
0.026610549,0.418574308,-0.009412943,-0.285241895
-0.062384048,-0.14389209,-0.149712687,-0.444763705
0.326913342,-0.412135059,-0.05988057,0.172489716
0.083479894,-0.146457345,-0.116754524,1.170518697
-0.332095101,-0.534243281,-0.304934213,-0.036594907
-0.211200735,0.563425713,0.339570795,0.283407275
0.192748569,-0.015860294,0.159648034,-0.176929629
-0.097384364,0.075086329,0.07065749,-0.691107727
0.185400685,0.322922558,-0.188299149,-0.645837278
-0.019598911,-0.168965265,-0.070272371,0.962934393
-0.134555186,0.396572705,-0.014553422,-0.097050993
-0.127234941,-0.208737554,-0.083373856,-0.038605989
0.251235585,-0.093333784,0.065252515,-0.528959281
-0.077838668,0.073872112,0.198251309,0.134628708
0.027294858,-0.066609383,0.068638187,0.574451542
-0.140255301,-0.314247194,0.048985402,1.074950932
0.334752019,-0.201196343,0.067976123,-0.38343301
0.073015986,-0.179540492,-0.154387786,-1.239275224
-0.315256149,0.92833797,-0.183912209,0.483885912
0.00619715,0.297860472,-0.018337364,-0.132250452
-0.067848653,-0.316573698,-0.268466196,-0.289113113
0.310891464,-0.481037094,0.127657714,-0.511876329
0.118540011,-0.239251228,0.194759136,1.443329063
-0.227896902,0.218453925,-0.030195806,-0.510860888
-0.044880914,0.157563731,0.037815672,-1.327689774
0.218679193,-0.339708575,0.280404883,0.559454428
-0.293547193,0.500620496,-0.035540408,-0.173339435
-0.42970363,0.17099005,-0.109435737,1.147388159
0.381786306,-0.633396071,-0.011708063,-0.235424338
-0.145330866,0.28087553,-0.08344139,-1.036653205
0.201301205,-0.02872017,-0.159465679,-0.025130759
0.341827299,-0.35719691,0.156579711,0.804310087
-0.133294266,0.582652429,0.099468524,0.212081762
-0.162747746,0.023998357,-0.140601776,-0.155194289
0.143131606,0.028680284,-0.127024656,-0.73103808
-0.372257116,0.423602507,-0.12011102,0.295797853
-0.093577805,-0.126395616,0.038225247,-0.05180192
0.204942621,-0.652837814,0.234116831,0.314625554
0.250150399,-0.642482806,0.011131627,-0.285341028
0.213858611,0.452577196,-0.012189028,-0.717956839
-0.253309849,0.611711596,-0.241562522,0.408340408
-0.118359001,0.048269168,0.173138713,0.246967561
0.200609918,-0.146699205,0.057433943,1.179275173
-0.243846425,0.277111045,0.117927368,-0.809737188
-0.462442402,-0.080864755,0.065928102,-0.18384303
0.239154928,0.242332343,-0.239495151,-0.208510248
0.107928806,-0.144740961,-0.338153112,0.04107957
0.160100328,-0.171761861,0.331689369,-0.307723508
0.077008499,0.0525788,-0.06676847,-0.833731479
-0.119322668,-0.024372639,-0.263249075,0.869795551
0.388516613,-0.646694188,0.291536912,-0.053836452
-0.389604935,0.144747203,-0.009791295,0.178949018
-0.344366169,0.757041852,-0.197052716,0.461424359
0.099916423,-0.140388902,0.036324927,-0.526028709
-0.426151217,0.413813797,0.11068625,-0.071527343
0.187405078,-0.153900219,0.270417328,1.46584673
0.485927924,-0.544830022,-0.195866461,0.560573921
0.152973926,0.343749176,-0.028076059,-2.454639597
-0.163047152,0.008731056,-0.027851543,-1.093596799
0.109465089,-0.186415081,-0.063199084,0.871845449
-0.282940126,0.003854073,0.048733586,1.145925005
0.044268788,0.137397524,0.047669805,-1.221286532
0.349373656,0.013165815,0.084870592,0.223110818
-0.189428783,0.443452885,-0.360024529,0.379098529
-0.232399714,-0.197753199,0.448629781,0.158903373
-0.417724931,0.039467872,-0.064811435,-1.626659138
0.222991478,-0.24669704,-0.079821492,1.296638957
0.000114146,0.107980682,0.057422665,0.689091941
0.130153388,-0.113406278,0.04459996,-1.404081923
0.426999986,-0.135297579,0.067458854,0.648320482
-0.275337037,-0.025693374,-0.137990411,0.131993734
-0.284934808,0.170092513,-0.185219564,-0.493890882
0.347629868,0.070654249,0.172912696,-0.040228992
0.302355824,0.007314581,0.086543075,0.567686169
-0.253928013,-0.270624979,-0.232991966,-1.288610028
-0.29587524,0.220518675,0.144511541,0.012667095
0.158017124,0.070517143,0.068955231,0.535469118
-0.059978094,0.072293491,0.111768924,-0.507055216
-0.307177654,-0.444451844,-0.085668975,0.042021138
0.187631475,0.043318814,0.003383779,-0.133332866
0.224052918,0.467768081,-0.063759359,1.253929482
-0.182438535,-0.32985192,0.137234604,0.727020155
0.022067465,0.714080556,-0.184372277,-0.816328185
0.292906608,0.097842373,0.036906252,-0.799355944
-0.075127536,-0.47251893,-0.113491546,-0.776155203
-0.178529102,-0.571268539,-0.013265762,0.884503644
-0.137414358,-0.084766325,0.002053349,0.299382132
0.383496633,-0.192558647,0.158987103,0.004170608
-0.389767094,0.332814888,-0.045645019,0.17788322
0.258730424,0.82337646,0.195585207,-0.578156843
0.005874256,0.490186343,-0.191267082,-0.771491022
0.052021512,-1.245991074,-0.141985146,-0.544983379
0.020337126,0.130517694,0.034551639,0.760280711
-0.445313148,0.159012378,-0.042775587,0.825875413
-0.034414226,0.516989601,0.491523403,0.462950702
0.285337508,-0.501219574,-0.044373106,0.131917098
-0.020856783,0.007900197,-0.290354791,-0.760835271
0.269794554,0.266710951,-0.204208756,-0.567471351
-0.088918054,0.062080956,0.200024506,-0.589313154
-0.081090551,0.070901688,-0.130402734,0.399799532
0.039741039,-0.046337483,0.079940583,0.442087326
0.023016685,0.021977013,0.401630665,0.026622153
-0.092441236,0.151720651,-0.215307753,0.468624761
-0.643338937,0.036336837,-0.17343076,-1.333065984
0.106476095,-0.017922283,-0.030405558,0.536598188
0.756291183,0.429129261,0.205404512,-0.031437768
-0.208752569,-0.103872718,-0.077536478,0.06777493
0.067708194,-0.235211685,-0.120271997,0.259613397
0.069663984,-0.061577128,0.126772941,-0.650778895
0.087797831,-0.933240823,-0.072701043,0.462619459
-0.068920896,0.214519062,-0.183215795,0.759827393
-0.398969818,-0.080435898,0.112363477,-0.421593588
-0.144185163,0.383254803,0.230440039,0.079116907
-0.241963436,0.122907522,-0.069522414,-0.475420078
0.436106097,0.189087042,0.278672864,0.387162288
0.569136707,0.257010795,0.042700459,-0.67750837
-0.248103827,0.269876984,-0.337847503,0.233137106
-0.306684894,-0.382318009,-0.025408719,-0.343159348
-0.100964105,-0.191031974,0.048519177,0.521351891
0.150664892,0.032807025,-0.375432289,-0.281484257
-0.383930206,-0.373007652,0.149513682,0.81171276
0.01941049,-0.093290844,0.259907078,-0.10218554
0.19004271,0.312514579,-0.242200729,-0.348899965
0.102819584,0.12595154,0.170229873,0.469405176
-0.169321451,0.368248135,0.300200032,-0.348282178
0.338023698,-0.133968723,-0.02154837,0.191917278
-0.177126239,-0.561112822,-0.244022958,0.249800177
-0.130872711,-0.232693134,0.209455474,-0.484438703
0.141899401,-0.231912277,-0.104440242,-0.549393523
0.393800277,-0.18517662,-0.449254666,0.579493883
-0.151458683,0.460267706,-0.065962332,-0.82126504
-0.095030888,0.350155156,0.182744997,0.506862211
-0.08806495,0.144283401,0.076052597,-0.080061251
0.086905327,0.392137699,0.269081281,0.81325438
-0.612432623,-0.310121086,0.215250331,0.261557594
0.187011051,0.207164518,-0.045944927,-0.705967835
0.092009528,-0.574378335,-0.124410743,-0.164630755
0.283168598,-0.315141732,-0.111760956,0.137666985
0.036247728,0.25009616,-0.266770178,-1.102502839
-0.304813786,-0.328482446,0.222463199,0.435679411
0.385909294,-0.464726798,-0.021348747,-0.476715353
-0.117038374,1.003040399,-0.167890483,-0.051710337
-0.06430641,-0.090286683,0.468075078,0.813520821
-0.051051386,-0.104750267,-0.09349728,0.315726478
-0.106904494,-0.139864787,-0.354786099,0.1761143
-0.022531235,0.593007085,0.232847078,-0.837870317
0.276337163,-0.03380562,0.28747895,-0.790934497
0.224864977,-0.573035325,-0.11835998,0.69483671
-0.12784776,-0.260360834,-0.070136984,-1.000842172
-0.128606043,0.341350602,-0.061913437,-0.724053156
0.21911057,0.622994109,-0.200454213,0.681697593
-0.367869737,-0.392324105,-0.129685163,0.742394824
0.022001855,0.004462721,-0.053693881,-0.248861814
0.075940453,-0.235244145,0.567035532,0.573940961
0.087815203,-0.13930811,-0.10693845,-0.101448431
0.150069936,-0.302398749,0.020353764,0.199125978
-0.008225773,0.051672356,-0.098960319,-0.060355147
0.148413142,1.178512444,-0.027630221,-0.574523555
-0.164384283,-0.335383937,0.164054066,-0.037523078
-0.839552943,-0.35203005,-0.174380559,-0.975994111
0.19818163,0.567490158,-0.169771136,1.05712715
0.732960048,0.70167735,0.089738752,-0.226684457
-0.057836356,-1.249871235,0.270779797,-0.935656992
-0.522418138,-0.652523937,0.047971759,0.229990645
0.512147689,0.33932758,-0.619473989,0.329902446
0.33199204,0.091621873,0.256418923,-0.206490994
-0.24064861,1.144452367,0.100113955,0.747483803
-0.188004192,-0.370729519,-0.018840158,-0.349457278
-0.131814232,-0.622345013,0.127323209,0.500095654
-0.365881661,0.495050132,0.06811429,-0.234612007
-0.035166029,1.308979064,-0.067189083,0.068199527
0.397085024,-1.090780746,0.084622903,0.64646111
0.154559665,-1.432521824,-0.206295622,-0.727324712
-0.09669095,0.98577576,-0.078804387,-0.23871291
0.354035723,1.057724528,-0.171792994,-0.128323828
0.029089899,-0.586806361,0.22727014,-0.599682027
-0.21949397,-0.795576932,0.480461516,-0.39929409
-0.24453576,0.350642488,-0.26442655,1.21357514
0.105433158,0.076532783,0.07350645,0.906595646
0.091544437,-0.259751037,-0.286650287,-0.727232931
-0.378053963,0.686435741,0.005388582,-0.163478446
0.20494782,-0.31390824,-0.181876975,-0.711478665
0.453750484,-0.024837631,0.512536913,0.221078358
-0.453288308,0.498343529,-0.013884788,1.070644201
-0.08204772,-0.581992341,-0.070246976,-0.443483569
0.127799342,-0.827868764,-0.007542251,-0.169390348
0.288370848,0.006145085,-0.070853315,0.284928236
-0.200726743,0.295717941,-0.125183747,0.352907789
0.067308648,0.229179231,-0.140237989,-0.505737561
0.221352017,0.184034182,0.121510554,-0.068342986
-0.253904318,0.075890102,0.038852044,-0.757580946
0.021121369,0.527898673,0.155868254,0.340984603
-0.07015459,-0.493575499,-0.21962877,-0.484909216
-0.408516724,-0.221026565,0.202444246,0.743523542
0.332862687,0.044232764,0.102787162,0.222078403
0.042943308,0.312676333,0.261443206,0.769021669
0.265798233,-0.478811376,-0.53945096,0.074139189
